Content,Label,Cleantext,Case_Folding,Tokenization,Stopword_Removal,Stemming
"Memuaskan dan lengkap pelayanan, sesuai harapan dari keluarga pasien",Positif,Memuaskan dan lengkap pelayanan sesuai harapan dari keluarga pasien,memuaskan dan lengkap pelayanan sesuai harapan dari keluarga pasien,"['memuaskan', 'dan', 'lengkap', 'pelayanan', 'sesuai', 'harapan', 'dari', 'keluarga', 'pasien']",memuaskan lengkap pelayanan sesuai harapan keluarga pasien,muas lengkap layan sesuai harap keluarga pasien
Baik pelayanannya,Positif,Baik pelayanannya,baik pelayanannya,"['baik', 'pelayanannya']",pelayanannya,layan
"Aplikasi ini sangat tidak membantu. Saya melakukan appoitmen di my Siloam H-3 , lalu dapat notif wa dari Siloam yg ada tanda centang verified nya untuk pengingat jadwal kunjungan, urutan kelompok jam dan jam kunjungannya. Kemudian H-2 ada wa dari nomer wa Siloam yg tanpa centang hijau verified di akunnya. Menyampaikan bahwa jam praktek dokter berubah lebih siang, dan minta diabaikan wa selain yg disampaikan di wa ini. H-1 dapat wa lagi dari nomer WA Siloam yg centang hijau, jamnya beda",Negatif,Aplikasi ini sangat tidak membantu Saya melakukan appoitmen di my Siloam H lalu dapat notif wa dari Siloam yg ada tanda centang verified nya untuk pengingat jadwal kunjungan urutan kelompok jam dan jam kunjungannya Kemudian H ada wa dari nomer wa Siloam yg tanpa centang hijau verified di akunnya Menyampaikan bahwa jam praktek dokter berubah lebih siang dan minta diabaikan wa selain yg disampaikan di wa ini H dapat wa lagi dari nomer WA Siloam yg centang hijau jamnya beda,aplikasi ini sangat tidak membantu saya melakukan appoitmen di my siloam h lalu dapat notif wa dari siloam yg ada tanda centang verified nya untuk pengingat jadwal kunjungan urutan kelompok jam dan jam kunjungannya kemudian h ada wa dari nomer wa siloam yg tanpa centang hijau verified di akunnya menyampaikan bahwa jam praktek dokter berubah lebih siang dan minta diabaikan wa selain yg disampaikan di wa ini h dapat wa lagi dari nomer wa siloam yg centang hijau jamnya beda,"['aplikasi', 'ini', 'sangat', 'tidak', 'membantu', 'saya', 'melakukan', 'appoitmen', 'di', 'my', 'siloam', 'h', 'lalu', 'dapat', 'notif', 'wa', 'dari', 'siloam', 'yg', 'ada', 'tanda', 'centang', 'verified', 'nya', 'untuk', 'pengingat', 'jadwal', 'kunjungan', 'urutan', 'kelompok', 'jam', 'dan', 'jam', 'kunjungannya', 'kemudian', 'h', 'ada', 'wa', 'dari', 'nomer', 'wa', 'siloam', 'yg', 'tanpa', 'centang', 'hijau', 'verified', 'di', 'akunnya', 'menyampaikan', 'bahwa', 'jam', 'praktek', 'dokter', 'berubah', 'lebih', 'siang', 'dan', 'minta', 'diabaikan', 'wa', 'selain', 'yg', 'disampaikan', 'di', 'wa', 'ini', 'h', 'dapat', 'wa', 'lagi', 'dari', 'nomer', 'wa', 'siloam', 'yg', 'centang', 'hijau', 'jamnya', 'beda']",aplikasi membantu appoitmen my siloam h notif wa siloam yg tanda centang verified nya pengingat jadwal kunjungan urutan kelompok jam jam kunjungannya h wa nomer wa siloam yg centang hijau verified akunnya jam praktek dokter berubah siang diabaikan wa yg wa h wa nomer wa siloam yg centang hijau jamnya beda,aplikasi bantu appoitmen my siloam h notif wa siloam yg tanda centang verified nya ingat jadwal kunjung urut kelompok jam jam kunjung h wa nomer wa siloam yg centang hijau verified akun jam praktek dokter ubah siang abai wa yg wa h wa nomer wa siloam yg centang hijau jam beda
"Aplikasi mySiloam sngt membantu. Rumah sakit terbaik di indonesia dokter2x ahli dlm bidangnya dan care . Pelayanan profesional, hanya saja u pelayanan peserta BPJS di Siloam Makassar antrinya sangat lama . Hrs dicarikan solusi biar tidak capek nunggunya ..mksh ðŸ‘ðŸ‘",Negatif,Aplikasi mySiloam sngt membantu Rumah sakit terbaik di indonesia dokter x ahli dlm bidangnya dan care Pelayanan profesional hanya saja u pelayanan peserta BPJS di Siloam Makassar antrinya sangat lama Hrs dicarikan solusi biar tidak capek nunggunya mksh,aplikasi mysiloam sngt membantu rumah sakit terbaik di indonesia dokter x ahli dlm bidangnya dan care pelayanan profesional hanya saja u pelayanan peserta bpjs di siloam makassar antrinya sangat lama hrs dicarikan solusi biar tidak capek nunggunya mksh,"['aplikasi', 'mysiloam', 'sngt', 'membantu', 'rumah', 'sakit', 'terbaik', 'di', 'indonesia', 'dokter', 'x', 'ahli', 'dlm', 'bidangnya', 'dan', 'care', 'pelayanan', 'profesional', 'hanya', 'saja', 'u', 'pelayanan', 'peserta', 'bpjs', 'di', 'siloam', 'makassar', 'antrinya', 'sangat', 'lama', 'hrs', 'dicarikan', 'solusi', 'biar', 'tidak', 'capek', 'nunggunya', 'mksh']",aplikasi mysiloam sngt membantu rumah sakit terbaik indonesia dokter x ahli dlm bidangnya care pelayanan profesional u pelayanan peserta bpjs siloam makassar antrinya hrs dicarikan solusi biar capek nunggunya mksh,aplikasi mysiloam sngt bantu rumah sakit baik indonesia dokter x ahli dlm bidang care layan profesional u layan serta bpjs siloam makassar antri hrs cari solusi biar capek nunggunya mksh
"trimakasih siloam, pelayanan yg sangat baik walaupun dari bpjs tetap memuaskan trimakasih siloam",Positif,trimakasih siloam pelayanan yg sangat baik walaupun dari bpjs tetap memuaskan trimakasih siloam,trimakasih siloam pelayanan yg sangat baik walaupun dari bpjs tetap memuaskan trimakasih siloam,"['trimakasih', 'siloam', 'pelayanan', 'yg', 'sangat', 'baik', 'walaupun', 'dari', 'bpjs', 'tetap', 'memuaskan', 'trimakasih', 'siloam']",trimakasih siloam pelayanan yg bpjs memuaskan trimakasih siloam,trimakasih siloam layan yg bpjs muas trimakasih siloam
Sippp oke...,Positif,Sippp oke,sippp oke,"['sippp', 'oke']",sippp oke,sippp oke
"Pelayanan ok, perawatnya respon ok,",Positif,Pelayanan ok perawatnya respon ok,pelayanan ok perawatnya respon ok,"['pelayanan', 'ok', 'perawatnya', 'respon', 'ok']",pelayanan ok perawatnya respon ok,layan ok awat respon ok
Baik menyenangkan,Positif,Baik menyenangkan,baik menyenangkan,"['baik', 'menyenangkan']",menyenangkan,senang
Baik utk pelayanan,Positif,Baik utk pelayanan,baik utk pelayanan,"['baik', 'utk', 'pelayanan']",utk pelayanan,utk layan
Sippp,Positif,Sippp,sippp,['sippp'],sippp,sippp
Pelayanan Rumah Sakit beserta petugas kesehatannya sangat memuaskan,Positif,Pelayanan Rumah Sakit beserta petugas kesehatannya sangat memuaskan,pelayanan rumah sakit beserta petugas kesehatannya sangat memuaskan,"['pelayanan', 'rumah', 'sakit', 'beserta', 'petugas', 'kesehatannya', 'sangat', 'memuaskan']",pelayanan rumah sakit beserta petugas kesehatannya memuaskan,layan rumah sakit serta tugas sehat muas
"Sangat memudahkan untuk buat janji ketemu dokter, terus tingkatkan team Siloam!",Positif,Sangat memudahkan untuk buat janji ketemu dokter terus tingkatkan team Siloam,sangat memudahkan untuk buat janji ketemu dokter terus tingkatkan team siloam,"['sangat', 'memudahkan', 'untuk', 'buat', 'janji', 'ketemu', 'dokter', 'terus', 'tingkatkan', 'team', 'siloam']",memudahkan janji ketemu dokter tingkatkan team siloam,mudah janji ketemu dokter tingkat team siloam
Kecewa sama pelayanan susternya,Negatif,Kecewa sama pelayanan susternya,kecewa sama pelayanan susternya,"['kecewa', 'sama', 'pelayanan', 'susternya']",kecewa pelayanan susternya,kecewa layan suster
Excelent apps registration process.,Positif,Excelent apps registration process,excelent apps registration process,"['excelent', 'apps', 'registration', 'process']",excelent apps registration process,excelent apps registration process
Health is important fur your life,Positif,Health is important fur your life,health is important fur your life,"['health', 'is', 'important', 'fur', 'your', 'life']",health is important fur your life,health is important fur your life
Percuma ada aplikasi kalo booking sudah pas hari H dokter penuh.,Positif,Percuma ada aplikasi kalo booking sudah pas hari H dokter penuh,percuma ada aplikasi kalo booking sudah pas hari h dokter penuh,"['percuma', 'ada', 'aplikasi', 'kalo', 'booking', 'sudah', 'pas', 'hari', 'h', 'dokter', 'penuh']",aplikasi kalo booking pas h dokter penuh,aplikasi kalo booking pas h dokter penuh
Alangkah lebih baik apabila ada counter khusus untuk pengambilan stiker nama setelah self check in untuk fisioterapi/rehab medik seperti poli yg lain jadi tidak usah antri di lobby depan. antriannya banyak bangeett,Positif,Alangkah lebih baik apabila ada counter khusus untuk pengambilan stiker nama setelah self check in untuk fisioterapi rehab medik seperti poli yg lain jadi tidak usah antri di lobby depan antriannya banyak bangeett,alangkah lebih baik apabila ada counter khusus untuk pengambilan stiker nama setelah self check in untuk fisioterapi rehab medik seperti poli yg lain jadi tidak usah antri di lobby depan antriannya banyak bangeett,"['alangkah', 'lebih', 'baik', 'apabila', 'ada', 'counter', 'khusus', 'untuk', 'pengambilan', 'stiker', 'nama', 'setelah', 'self', 'check', 'in', 'untuk', 'fisioterapi', 'rehab', 'medik', 'seperti', 'poli', 'yg', 'lain', 'jadi', 'tidak', 'usah', 'antri', 'di', 'lobby', 'depan', 'antriannya', 'banyak', 'bangeett']",alangkah counter khusus pengambilan stiker nama self check in fisioterapi rehab medik poli yg antri lobby antriannya bangeett,alangkah counter khusus ambil stiker nama self check in fisioterapi rehab medik pol yg antri lobby antri bangeett
Aplikasi yang memudahkan d an sangat membantu,Positif,Aplikasi yang memudahkan d an sangat membantu,aplikasi yang memudahkan d an sangat membantu,"['aplikasi', 'yang', 'memudahkan', 'd', 'an', 'sangat', 'membantu']",aplikasi memudahkan d an membantu,aplikasi mudah d an bantu
Batre cepat habis,Positif,Batre cepat habis,batre cepat habis,"['batre', 'cepat', 'habis']",batre cepat habis,batre cepat habis
Mantap,Positif,Mantap,mantap,['mantap'],mantap,mantap
Pelayanan sdh bagus,Positif,Pelayanan sdh bagus,pelayanan sdh bagus,"['pelayanan', 'sdh', 'bagus']",pelayanan sdh bagus,layan sdh bagus
App nya bagus seh hanya saja kok jadi lebih lama dpd manual ya ??? dr Konsul sampai dengan pembayaran list obat cepat tiba giliran kirim obat lama padahal kita buat pengiriman instant gojek biar cepat. Kita hub farmasi gak ada balas. Hadehhh ...,Positif,App nya bagus seh hanya saja kok jadi lebih lama dpd manual ya dr Konsul sampai dengan pembayaran list obat cepat tiba giliran kirim obat lama padahal kita buat pengiriman instant gojek biar cepat Kita hub farmasi gak ada balas Hadehhh,app nya bagus seh hanya saja kok jadi lebih lama dpd manual ya dr konsul sampai dengan pembayaran list obat cepat tiba giliran kirim obat lama padahal kita buat pengiriman instant gojek biar cepat kita hub farmasi gak ada balas hadehhh,"['app', 'nya', 'bagus', 'seh', 'hanya', 'saja', 'kok', 'jadi', 'lebih', 'lama', 'dpd', 'manual', 'ya', 'dr', 'konsul', 'sampai', 'dengan', 'pembayaran', 'list', 'obat', 'cepat', 'tiba', 'giliran', 'kirim', 'obat', 'lama', 'padahal', 'kita', 'buat', 'pengiriman', 'instant', 'gojek', 'biar', 'cepat', 'kita', 'hub', 'farmasi', 'gak', 'ada', 'balas', 'hadehhh']",app nya bagus seh dpd manual ya dr konsul pembayaran list obat cepat giliran kirim obat pengiriman instant gojek biar cepat hub farmasi gak balas hadehhh,app nya bagus seh dpd manual ya dr konsul bayar list obat cepat gilir kirim obat kirim instant gojek biar cepat hub farmasi gak balas hadehhh
Good job,Positif,Good job,good job,"['good', 'job']",good job,good job
ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Positif,,,[''],,
Pelayanannya memuaskan,Positif,Pelayanannya memuaskan,pelayanannya memuaskan,"['pelayanannya', 'memuaskan']",pelayanannya memuaskan,layan muas
Pelayanan yang sangat baik,Positif,Pelayanan yang sangat baik,pelayanan yang sangat baik,"['pelayanan', 'yang', 'sangat', 'baik']",pelayanan,layan
kenapa aplikasi tidak bisa dipakai ya?muncul tulisan periksa koneksi internet anda....kaya gitu terus padahal sinyal juga ga ada masalahðŸ¤¦,Negatif,kenapa aplikasi tidak bisa dipakai ya muncul tulisan periksa koneksi internet anda kaya gitu terus padahal sinyal juga ga ada masalah,kenapa aplikasi tidak bisa dipakai ya muncul tulisan periksa koneksi internet anda kaya gitu terus padahal sinyal juga ga ada masalah,"['kenapa', 'aplikasi', 'tidak', 'bisa', 'dipakai', 'ya', 'muncul', 'tulisan', 'periksa', 'koneksi', 'internet', 'anda', 'kaya', 'gitu', 'terus', 'padahal', 'sinyal', 'juga', 'ga', 'ada', 'masalah']",aplikasi dipakai ya muncul tulisan periksa koneksi internet kaya gitu sinyal ga,aplikasi pakai ya muncul tulis periksa koneksi internet kaya gitu sinyal ga
Gudd,Negatif,Gudd,gudd,['gudd'],gudd,gudd
sangat membantu,Positif,sangat membantu,sangat membantu,"['sangat', 'membantu']",membantu,bantu
Semoga aplikasi nya lancar,Positif,Semoga aplikasi nya lancar,semoga aplikasi nya lancar,"['semoga', 'aplikasi', 'nya', 'lancar']",semoga aplikasi nya lancar,moga aplikasi nya lancar
Mantap,Positif,Mantap,mantap,['mantap'],mantap,mantap
"Smoga bisa lebih ditingkatkan layanannya,karywannya lebih ramah dan senyum.",Positif,Smoga bisa lebih ditingkatkan layanannya karywannya lebih ramah dan senyum,smoga bisa lebih ditingkatkan layanannya karywannya lebih ramah dan senyum,"['smoga', 'bisa', 'lebih', 'ditingkatkan', 'layanannya', 'karywannya', 'lebih', 'ramah', 'dan', 'senyum']",smoga ditingkatkan layanannya karywannya ramah senyum,smoga tingkat layan karywannya ramah senyum
"Selamat pagi ibu bapak, mohon informasi y,apakah bisa Aplksi my Siloam ,bisa di akses untuk Pasien rujukan BPJS kesehatan.trimaksih",Positif,Selamat pagi ibu bapak mohon informasi y apakah bisa Aplksi my Siloam bisa di akses untuk Pasien rujukan BPJS kesehatan trimaksih,selamat pagi ibu bapak mohon informasi y apakah bisa aplksi my siloam bisa di akses untuk pasien rujukan bpjs kesehatan trimaksih,"['selamat', 'pagi', 'ibu', 'bapak', 'mohon', 'informasi', 'y', 'apakah', 'bisa', 'aplksi', 'my', 'siloam', 'bisa', 'di', 'akses', 'untuk', 'pasien', 'rujukan', 'bpjs', 'kesehatan', 'trimaksih']",selamat pagi mohon informasi y aplksi my siloam akses pasien rujukan bpjs kesehatan trimaksih,selamat pagi mohon informasi y aplksi my siloam akses pasien rujuk bpjs sehat trimaksih
Perubahan sistem layanan sering eror,Positif,Perubahan sistem layanan sering eror,perubahan sistem layanan sering eror,"['perubahan', 'sistem', 'layanan', 'sering', 'eror']",perubahan sistem layanan eror,ubah sistem layan eror
Aplikasi sampah,Positif,Aplikasi sampah,aplikasi sampah,"['aplikasi', 'sampah']",aplikasi sampah,aplikasi sampah
Antriannya sangat lama. Seharusnya prosesnya bisa lebih cepat,Negatif,Antriannya sangat lama Seharusnya prosesnya bisa lebih cepat,antriannya sangat lama seharusnya prosesnya bisa lebih cepat,"['antriannya', 'sangat', 'lama', 'seharusnya', 'prosesnya', 'bisa', 'lebih', 'cepat']",antriannya prosesnya cepat,antri proses cepat
Bagus...,Positif,Bagus,bagus,['bagus'],bagus,bagus
Sya kurang suka sama bagim administrasi termasuk bagian asuransi yg sangat tidak memberikan solusi terkait pengurusan klaim asuransi Biaya pengurusan nya mahal tidak sebanding sama pelayanan admin. Di loket juga tidak banyak antrean tapi mrk tdk menjelaskan dg benar.,Negatif,Sya kurang suka sama bagim administrasi termasuk bagian asuransi yg sangat tidak memberikan solusi terkait pengurusan klaim asuransi Biaya pengurusan nya mahal tidak sebanding sama pelayanan admin Di loket juga tidak banyak antrean tapi mrk tdk menjelaskan dg benar,sya kurang suka sama bagim administrasi termasuk bagian asuransi yg sangat tidak memberikan solusi terkait pengurusan klaim asuransi biaya pengurusan nya mahal tidak sebanding sama pelayanan admin di loket juga tidak banyak antrean tapi mrk tdk menjelaskan dg benar,"['sya', 'kurang', 'suka', 'sama', 'bagim', 'administrasi', 'termasuk', 'bagian', 'asuransi', 'yg', 'sangat', 'tidak', 'memberikan', 'solusi', 'terkait', 'pengurusan', 'klaim', 'asuransi', 'biaya', 'pengurusan', 'nya', 'mahal', 'tidak', 'sebanding', 'sama', 'pelayanan', 'admin', 'di', 'loket', 'juga', 'tidak', 'banyak', 'antrean', 'tapi', 'mrk', 'tdk', 'menjelaskan', 'dg', 'benar']",sya suka bagim administrasi asuransi yg solusi terkait pengurusan klaim asuransi biaya pengurusan nya mahal sebanding pelayanan admin loket antrean mrk tdk dg,sya suka bagim administrasi asuransi yg solusi kait urus klaim asuransi biaya urus nya mahal banding layan admin loket antre mrk tdk dg
Ok,Positif,Ok,ok,['ok'],ok,ok
"Rumah sakit besar dengan pelayanan yg sangat2 buruk,mau ngurus apa2 sangat lama sekali dan harus bolak balik.parah la pokoknya",Negatif,Rumah sakit besar dengan pelayanan yg sangat buruk mau ngurus apa sangat lama sekali dan harus bolak balik parah la pokoknya,rumah sakit besar dengan pelayanan yg sangat buruk mau ngurus apa sangat lama sekali dan harus bolak balik parah la pokoknya,"['rumah', 'sakit', 'besar', 'dengan', 'pelayanan', 'yg', 'sangat', 'buruk', 'mau', 'ngurus', 'apa', 'sangat', 'lama', 'sekali', 'dan', 'harus', 'bolak', 'balik', 'parah', 'la', 'pokoknya']",rumah sakit pelayanan yg buruk ngurus bolak parah la pokoknya,rumah sakit layan yg buruk ngurus bolak parah la pokok
Aplikasi yang sangat membantu,Positif,Aplikasi yang sangat membantu,aplikasi yang sangat membantu,"['aplikasi', 'yang', 'sangat', 'membantu']",aplikasi membantu,aplikasi bantu
"Aplikasi yang tidak berguna, terkesan memaksakan pasien menggunakan aplikasi ini namun fitur tidak berguna dan bahkan mempersulit pasien. Sampah",Negatif,Aplikasi yang tidak berguna terkesan memaksakan pasien menggunakan aplikasi ini namun fitur tidak berguna dan bahkan mempersulit pasien Sampah,aplikasi yang tidak berguna terkesan memaksakan pasien menggunakan aplikasi ini namun fitur tidak berguna dan bahkan mempersulit pasien sampah,"['aplikasi', 'yang', 'tidak', 'berguna', 'terkesan', 'memaksakan', 'pasien', 'menggunakan', 'aplikasi', 'ini', 'namun', 'fitur', 'tidak', 'berguna', 'dan', 'bahkan', 'mempersulit', 'pasien', 'sampah']",aplikasi berguna terkesan memaksakan pasien aplikasi fitur berguna mempersulit pasien sampah,aplikasi guna kes paksa pasien aplikasi fitur guna sulit pasien sampah
Baik,Positif,Baik,baik,['baik'],,
Puas tp y da beberapa yg kurang,Positif,Puas tp y da beberapa yg kurang,puas tp y da beberapa yg kurang,"['puas', 'tp', 'y', 'da', 'beberapa', 'yg', 'kurang']",puas tp y da yg,puas tp y da yg
Daftar nama dokter tidak langsung ada dipilihan,Positif,Daftar nama dokter tidak langsung ada dipilihan,daftar nama dokter tidak langsung ada dipilihan,"['daftar', 'nama', 'dokter', 'tidak', 'langsung', 'ada', 'dipilihan']",daftar nama dokter langsung dipilihan,daftar nama dokter langsung pilih
